nom_original,nom_correct,code_insee,departement,latitude,longitude,notes
Eglingen,Eglingen,68077,68,47.6545913,7.1809601,Auto-généré depuis GeoJSON
Fessenheim,Fessenheim,68091,68,47.9100796,7.5275048,Auto-généré depuis GeoJSON
Hundsbach,Hundsbach,68148,68,47.5992868,7.3380528,Auto-généré depuis GeoJSON
Liebsdorf,Liebsdorf,68184,68,47.4810855,7.2186257,Auto-généré depuis GeoJSON
Illtal,Illtal,68240,68,47.5620014,7.2997942,Auto-généré depuis GeoJSON
Willer-sur-Thur,Willer-sur-Thur,68372,68,47.85303,7.077684,Auto-généré depuis GeoJSON
Bettendorf,Bettendorf,68033,68,47.5810571,7.2834285,Auto-généré depuis GeoJSON
Sickert,Sickert,68308,68,47.7920516,6.9894907,Auto-généré depuis GeoJSON
Vieux-Ferrette,Vieux-Ferrette,68347,68,47.509838,7.3066468,Auto-généré depuis GeoJSON
Bisel,Bisel,68039,68,47.5380652,7.220317,Auto-généré depuis GeoJSON
Durmenach,Durmenach,68075,68,47.5278398,7.3380319,Auto-généré depuis GeoJSON
Hirtzbach,Hirtzbach,68139,68,47.5951917,7.2049011,Auto-généré depuis GeoJSON
Walheim,Walheim,68356,68,47.639541,7.2716693,Auto-généré depuis GeoJSON
Zillisheim,Zillisheim,68384,68,47.6879996,7.3007021,Auto-généré depuis GeoJSON
Gommersdorf,Gommersdorf,68107,68,47.6406727,7.1341068,Auto-généré depuis GeoJSON
Eschbach-au-Val,Eschbach-au-Val,68083,68,48.0207335,7.1474806,Auto-généré depuis GeoJSON
Hombourg,Hombourg,68144,68,47.7561677,7.5018006,Auto-généré depuis GeoJSON
Kirchberg,Kirchberg,68167,68,47.7881222,6.9428969,Auto-généré depuis GeoJSON
Muespach-le-Haut,Muespach-le-Haut,68222,68,47.5411836,7.4121065,Auto-généré depuis GeoJSON
Wegscheid,Wegscheid,68361,68,47.8137112,6.9768218,Auto-généré depuis GeoJSON
Bischwihr,Bischwihr,68038,68,48.0938454,7.4272193,Auto-généré depuis GeoJSON
Burnhaupt-le-Haut,Burnhaupt-le-Haut,68060,68,47.7333521,7.1285029,Auto-généré depuis GeoJSON
Dietwiller,Dietwiller,68072,68,47.6990691,7.417374,Auto-généré depuis GeoJSON
Hirtzfelden,Hirtzfelden,68140,68,47.9104863,7.4520269,Auto-généré depuis GeoJSON
Leimbach,Leimbach,68180,68,47.7929847,7.095944,Auto-généré depuis GeoJSON
Merxheim,Merxheim,68203,68,47.9077745,7.30453,Auto-généré depuis GeoJSON
Obermorschwiller,Obermorschwiller,68245,68,47.6388424,7.3146408,Auto-généré depuis GeoJSON
Osenbach,Osenbach,68251,68,47.9949473,7.2140013,Auto-généré depuis GeoJSON
Pfastatt,Pfastatt,68256,68,47.7706362,7.2924679,Auto-généré depuis GeoJSON
Zimmerbach,Zimmerbach,68385,68,48.0748424,7.2306138,Auto-généré depuis GeoJSON
Appenwihr,Appenwihr,68008,68,48.0275384,7.4520332,Auto-généré depuis GeoJSON
Hausgauen,Hausgauen,68124,68,47.6058841,7.3177604,Auto-généré depuis GeoJSON
Heimersdorf,Heimersdorf,68128,68,47.5626404,7.2364401,Auto-généré depuis GeoJSON
Lutterbach,Lutterbach,68195,68,47.761208,7.2691409,Auto-généré depuis GeoJSON
Saint-Amarin,Saint-Amarin,68292,68,47.8847248,7.0421166,Auto-généré depuis GeoJSON
Urschenheim,Urschenheim,68345,68,48.0806625,7.4900672,Auto-généré depuis GeoJSON
Neuf-Brisach,Neuf-Brisach,68231,68,48.0189152,7.5258906,Auto-généré depuis GeoJSON
Sainte-Marie-aux-Mines,Sainte-Marie-aux-Mines,68298,68,48.2296935,7.1706368,Auto-généré depuis GeoJSON
Staffelfelden,Staffelfelden,68321,68,47.8310293,7.2514213,Auto-généré depuis GeoJSON
Balgau,Balgau,68016,68,47.927808,7.5212352,Auto-généré depuis GeoJSON
Linsdorf,Linsdorf,68187,68,47.5163265,7.4072097,Auto-généré depuis GeoJSON
Turckheim,Turckheim,68338,68,48.0860069,7.2473171,Auto-généré depuis GeoJSON
Ueberstrass,Ueberstrass,68340,68,47.5463742,7.1508819,Auto-généré depuis GeoJSON
Bettlach,Bettlach,68034,68,47.5118024,7.425228,Auto-généré depuis GeoJSON
Fortschwihr,Fortschwihr,68095,68,48.0849516,7.4543242,Auto-généré depuis GeoJSON
Hindlingen,Hindlingen,68137,68,47.573418,7.1503789,Auto-généré depuis GeoJSON
Houssen,Houssen,68146,68,48.1344503,7.375475,Auto-généré depuis GeoJSON
Riespach,Riespach,68273,68,47.5358649,7.2856093,Auto-généré depuis GeoJSON
Altenach,Altenach,68002,68,47.599148,7.1040324,Auto-généré depuis GeoJSON
Andolsheim,Andolsheim,68007,68,48.0635225,7.4416439,Auto-généré depuis GeoJSON
Bendorf,Bendorf,68025,68,47.4844338,7.2780079,Auto-généré depuis GeoJSON
Raedersdorf,Raedersdorf,68259,68,47.4740869,7.3555174,Auto-généré depuis GeoJSON
Rimbachzell,Rimbachzell,68276,68,47.8999376,7.174045,Auto-généré depuis GeoJSON
Traubach-le-Haut,Traubach-le-Haut,68337,68,47.670633,7.0912008,Auto-généré depuis GeoJSON
Illhaeusern,Illhaeusern,68153,68,48.1783679,7.4469049,Auto-généré depuis GeoJSON
Zaessingue,Zaessingue,68382,68,47.6214602,7.372071,Auto-généré depuis GeoJSON
Altkirch,Altkirch,68004,68,47.620676,7.2432265,Auto-généré depuis GeoJSON
Bouxwiller,Bouxwiller,68049,68,47.5028313,7.3450606,Auto-généré depuis GeoJSON
Helfrantzkirch,Helfrantzkirch,68132,68,47.6012064,7.4103768,Auto-généré depuis GeoJSON
Lapoutroie,Lapoutroie,68175,68,48.1600807,7.1638907,Auto-généré depuis GeoJSON
Oltingue,Oltingue,68248,68,47.4905266,7.4047196,Auto-généré depuis GeoJSON
Ranspach-le-Haut,Ranspach-le-Haut,68264,68,47.5817645,7.4202753,Auto-généré depuis GeoJSON
Brunstatt-Didenheim,Brunstatt-Didenheim,68056,68,47.7152968,7.3126908,Auto-généré depuis GeoJSON
Oderen,Oderen,68247,68,47.9327492,6.993384,Auto-généré depuis GeoJSON
Riedisheim,Riedisheim,68271,68,47.7387668,7.3621334,Auto-généré depuis GeoJSON
Waldighofen,Waldighofen,68355,68,47.5472582,7.3198126,Auto-généré depuis GeoJSON
Guevenatten,Guevenatten,68114,68,47.6821856,7.0826872,Auto-généré depuis GeoJSON
Neuwiller,Neuwiller,68232,68,47.5262044,7.5093854,Auto-généré depuis GeoJSON
Oberbruck,Oberbruck,68239,68,47.8203939,6.9237451,Auto-généré depuis GeoJSON
Feldbach,Feldbach,68087,68,47.5375875,7.2576915,Auto-généré depuis GeoJSON
Folgensbourg,Folgensbourg,68094,68,47.5369233,7.4391786,Auto-généré depuis GeoJSON
Ribeauvillé,Ribeauvillé,68269,68,48.20433,7.2879221,Auto-généré depuis GeoJSON
Soultzeren,Soultzeren,68317,68,48.0793379,7.0991649,Auto-généré depuis GeoJSON
Galfingue,Galfingue,68101,68,47.7025435,7.2246183,Auto-généré depuis GeoJSON
